Unnamed: 0,Unemployed total ;  Persons ;  Australia ;.2,Unemployed total ;  Persons ;  > New South Wales ;.2,Unemployed total ;  Persons ;  > Victoria ;.2,Unemployed total ;  Persons ;  > Queensland ;.2,Unemployed total ;  Persons ;  > South Australia ;.2,Unemployed total ;  Persons ;  > Western Australia ;.2,Unemployed total ;  Persons ;  > Tasmania ;.2,Unemployed total ;  Persons ;  > Northern Territory ;.1,Unemployed total ;  Persons ;  > Australian Capital Territory ;.1,Unemployed total ;  > Males ;  Australia ;.2,Unemployed total ;  > Males ;  > New South Wales ;.2,Unemployed total ;  > Males ;  > Victoria ;.2,Unemployed total ;  > Males ;  > Queensland ;.2,Unemployed total ;  > Males ;  > South Australia ;.2,Unemployed total ;  > Males ;  > Western Australia ;.2,Unemployed total ;  > Males ;  > Tasmania ;.2,Unemployed total ;  > Males ;  > Northern Territory ;.1,Unemployed total ;  > Males ;  > Australian Capital Territory ;.1,Unemployed total ;  > Females ;  Australia ;.2,Unemployed total ;  > Females ;  > New South Wales ;.2,Unemployed total ;  > Females ;  > Victoria ;.2,Unemployed total ;  > Females ;  > Queensland ;.2,Unemployed total ;  > Females ;  > South Australia ;.2,Unemployed total ;  > Females ;  > Western Australia ;.2,Unemployed total ;  > Females ;  > Tasmania ;.2,Unemployed total ;  > Females ;  > Northern Territory ;.1,Unemployed total ;  > Females ;  > Australian Capital Territory ;.1,> Unemployed looked for full-time work ;  Persons ;  Australia ;.2,> Unemployed looked for full-time work ;  Persons ;  > New South Wales ;,> Unemployed looked for full-time work ;  Persons ;  > Victoria ;,> Unemployed looked for full-time work ;  Persons ;  > Queensland ;,> Unemployed looked for full-time work ;  Persons ;  > South Australia ;,> Unemployed looked for full-time work ;  Persons ;  > Western Australia ;,> Unemployed looked for full-time work ;  Persons ;  > Tasmania ;,> Unemployed looked for full-time work ;  Persons ;  > Northern Territory ;,> Unemployed looked for full-time work ;  Persons ;  > Australian Capital Territory ;,> Unemployed looked for full-time work ;  > Males ;  Australia ;.2,> Unemployed looked for full-time work ;  > Males ;  > New South Wales ;,> Unemployed looked for full-time work ;  > Males ;  > Victoria ;,> Unemployed looked for full-time work ;  > Males ;  > Queensland ;,> Unemployed looked for full-time work ;  > Males ;  > South Australia ;,> Unemployed looked for full-time work ;  > Males ;  > Western Australia ;,> Unemployed looked for full-time work ;  > Males ;  > Tasmania ;,> Unemployed looked for full-time work ;  > Males ;  > Northern Territory ;,> Unemployed looked for full-time work ;  > Males ;  > Australian Capital Territory ;,> Unemployed looked for full-time work ;  > Females ;  Australia ;.2,> Unemployed looked for full-time work ;  > Females ;  > New South Wales ;,> Unemployed looked for full-time work ;  > Females ;  > Victoria ;,> Unemployed looked for full-time work ;  > Females ;  > Queensland ;,> Unemployed looked for full-time work ;  > Females ;  > South Australia ;,> Unemployed looked for full-time work ;  > Females ;  > Western Australia ;,> Unemployed looked for full-time work ;  > Females ;  > Tasmania ;,> Unemployed looked for full-time work ;  > Females ;  > Northern Territory ;,> Unemployed looked for full-time work ;  > Females ;  > Australian Capital Territory ;,> Unemployed looked for only part-time work ;  Persons ;  Australia ;.2,> Unemployed looked for only part-time work ;  Persons ;  > New South Wales ;,> Unemployed looked for only part-time work ;  Persons ;  > Victoria ;,> Unemployed looked for only part-time work ;  Persons ;  > Queensland ;,> Unemployed looked for only part-time work ;  Persons ;  > South Australia ;,> Unemployed looked for only part-time work ;  Persons ;  > Western Australia ;,> Unemployed looked for only part-time work ;  Persons ;  > Tasmania ;,> Unemployed looked for only part-time work ;  Persons ;  > Northern Territory ;,> Unemployed looked for only part-time work ;  Persons ;  > Australian Capital Territory ;,> Unemployed looked for only part-time work ;  > Males ;  Australia ;.2,> Unemployed looked for only part-time work ;  > Males ;  > New South Wales ;,> Unemployed looked for only part-time work ;  > Males ;  > Victoria ;,> Unemployed looked for only part-time work ;  > Males ;  > Queensland ;,> Unemployed looked for only part-time work ;  > Males ;  > South Australia ;,> Unemployed looked for only part-time work ;  > Males ;  > Western Australia ;,> Unemployed looked for only part-time work ;  > Males ;  > Tasmania ;,> Unemployed looked for only part-time work ;  > Males ;  > Northern Territory ;,> Unemployed looked for only part-time work ;  > Males ;  > Australian Capital Territory ;,> Unemployed looked for only part-time work ;  > Females ;  Australia ;.2,> Unemployed looked for only part-time work ;  > Females ;  > New South Wales ;,> Unemployed looked for only part-time work ;  > Females ;  > Victoria ;,> Unemployed looked for only part-time work ;  > Females ;  > Queensland ;,> Unemployed looked for only part-time work ;  > Females ;  > South Australia ;,> Unemployed looked for only part-time work ;  > Females ;  > Western Australia ;,> Unemployed looked for only part-time work ;  > Females ;  > Tasmania ;,> Unemployed looked for only part-time work ;  > Females ;  > Northern Territory ;,> Unemployed looked for only part-time work ;  > Females ;  > Australian Capital Territory ;,Unemployment rate ;  Persons ;  Australia ;.2,Unemployment rate ;  Persons ;  > New South Wales ;.2,Unemployment rate ;  Persons ;  > Victoria ;.2,Unemployment rate ;  Persons ;  > Queensland ;.2,Unemployment rate ;  Persons ;  > South Australia ;.2,Unemployment rate ;  Persons ;  > Western Australia ;.2,Unemployment rate ;  Persons ;  > Tasmania ;.2,Unemployment rate ;  Persons ;  > Northern Territory ;.1,Unemployment rate ;  Persons ;  > Australian Capital Territory ;.1,Unemployment rate ;  > Males ;  Australia ;.2,Unemployment rate ;  > Males ;  > New South Wales ;.2,Unemployment rate ;  > Males ;  > Victoria ;.2,Unemployment rate ;  > Males ;  > Queensland ;.2,Unemployment rate ;  > Males ;  > South Australia ;.2,Unemployment rate ;  > Males ;  > Western Australia ;.2,Unemployment rate ;  > Males ;  > Tasmania ;.2,Unemployment rate ;  > Males ;  > Northern Territory ;.1,Unemployment rate ;  > Males ;  > Australian Capital Territory ;.1,Unemployment rate ;  > Females ;  Australia ;.2,Unemployment rate ;  > Females ;  > New South Wales ;.2,Unemployment rate ;  > Females ;  > Victoria ;.2,Unemployment rate ;  > Females ;  > Queensland ;.2,Unemployment rate ;  > Females ;  > South Australia ;.2,Unemployment rate ;  > Females ;  > Western Australia ;.2,Unemployment rate ;  > Females ;  > Tasmania ;.2,Unemployment rate ;  > Females ;  > Northern Territory ;.1,Unemployment rate ;  > Females ;  > Australian Capital Territory ;.1,> Unemployment rate looked for full-time work ;  Persons ;  Australia ;.2,> Unemployment rate looked for full-time work ;  Persons ;  > New South Wales ;,> Unemployment rate looked for full-time work ;  Persons ;  > Victoria ;,> Unemployment rate looked for full-time work ;  Persons ;  > Queensland ;,> Unemployment rate looked for full-time work ;  Persons ;  > South Australia ;,> Unemployment rate looked for full-time work ;  Persons ;  > Western Australia ;,> Unemployment rate looked for full-time work ;  Persons ;  > Tasmania ;,> Unemployment rate looked for full-time work ;  Persons ;  > Northern Territory ;,> Unemployment rate looked for full-time work ;  Persons ;  > Australian Capital Territory ;,> Unemployment rate looked for full-time work ;  > Males ;  Australia ;.2,> Unemployment rate looked for full-time work ;  > Males ;  > New South Wales ;,> Unemployment rate looked for full-time work ;  > Males ;  > Victoria ;,> Unemployment rate looked for full-time work ;  > Males ;  > Queensland ;,> Unemployment rate looked for full-time work ;  > Males ;  > South Australia ;,> Unemployment rate looked for full-time work ;  > Males ;  > Western Australia ;,> Unemployment rate looked for full-time work ;  > Males ;  > Tasmania ;,> Unemployment rate looked for full-time work ;  > Males ;  > Northern Territory ;,> Unemployment rate looked for full-time work ;  > Males ;  > Australian Capital Territory ;,> Unemployment rate looked for full-time work ;  > Females ;  Australia ;.2,> Unemployment rate looked for full-time work ;  > Females ;  > New South Wales ;
2012-12-01 00:00:00,637.8284158,187.12842,165.8972322,146.3103477,50.3564852,54.8438372,18.8058916,5.4668791,9.0193228,344.7202881,100.453093,85.1375807,82.5603657,28.0768361,29.5980723,10.4412211,3.4980313,4.9550879,293.1081277,86.675327,80.7596515,63.749982,22.2796491,25.2457649,8.3646705,1.9688478,4.0642349,459.5866576,130.7503801,114.7569857,115.0885166,34.3761624,40.4355082,13.5253466,4.1774372,6.4763205,270.5476257,75.9987536,63.4669772,70.6031062,21.697859,23.6467854,8.1644813,2.9037446,4.0659184,189.0390319,54.7516265,51.2900085,44.4854105,12.6783035,16.7887228,5.3608654,1.2736925,2.4104021,178.2417583,56.3780399,51.1402465,31.221831,15.9803227,14.408329,5.280545,1.289442,2.5430023,74.1726624,24.4543394,21.6706035,11.9572595,6.3789771,5.9512869,2.2767398,0.5942867,0.8891695,104.0690958,31.9237005,29.469643,19.2645715,9.6013456,8.4570421,3.0038052,0.6951553,1.6538328,5.2456643,4.9342086,5.4358504,5.9879914,5.7626616,3.9663853,7.3835796,4.0422522,4.0107407,5.2174907,4.8664178,5.1549754,6.1979155,5.9870764,3.8763114,7.5646054,4.7493706,4.3097186,5.2791906,5.015177,5.7671124,5.7363713,5.5027325,4.0774679,7.1694185,3.1966552,3.6979701,5.3490498,4.8602701,5.4468177,6.510111,5.9054021,4.0176493,8.3727727,3.8346974,3.8549651,4.8951038,4.4250268,4.6611807,6.2180817,5.669767,3.5762256,7.5659732,4.5226658,4.2203453,6.1676118,5.6287604
2013-01-01 00:00:00,696.8740676,201.8487395,194.8365147,145.2701451,56.9966229,58.5291879,20.5946806,6.7613863,12.0367906,383.9065742,112.3179806,106.5966925,82.3647745,29.7336749,32.1255249,10.9815731,3.0775437,6.7088101,312.9674934,89.5307589,88.2398222,62.9053706,27.262948,26.403663,9.6131075,3.6838427,5.3279805,508.9120206,144.8888972,134.2147946,116.0111782,39.7158049,43.9515818,15.3524549,6.2384097,8.5388993,303.3879459,88.0470028,79.735425,69.5293384,23.1391787,26.4258378,9.0894429,2.9938064,4.4279139,205.5240746,56.8418944,54.4793695,46.4818397,16.5766261,17.525744,6.263012,3.2446033,4.1109855,187.9620471,56.9598424,60.6217201,29.2589669,17.280818,14.5776061,5.2422257,0.5229766,3.4978913,80.5186283,24.2709778,26.8612675,12.835436,6.5944962,5.6996871,1.8921302,0.0837372,2.2808962,107.4434188,32.6888645,33.7604526,16.4235309,10.6863219,8.8779189,3.3500955,0.4392394,1.2169951,5.8059266,5.3854163,6.4774768,6.0001953,6.6495894,4.2923666,8.189945,5.1345436,5.4246952,5.8736659,5.4901617,6.521173,6.3054516,6.4548521,4.1923062,8.0418562,4.2895837,5.8771674,5.7249371,5.2595314,6.425465,5.6425306,6.8758264,4.4207448,8.3659321,6.145915,4.9452943,5.9806073,5.4159083,6.4545960000000004,6.6252347,6.9541689,4.4328995,9.2128696,5.7908956,5.1210063,5.538196,5.1513027,5.9037292,6.2466505,6.1902643,3.9866707,8.1499819,4.7653536,4.6997319,6.7801316,5.8840818
2013-02-01 00:00:00,740.9822388,222.0400754,189.4832234,165.2341701,56.3186047,70.2801188,19.3398413,6.6776413,11.6085639,395.1117896,120.0815818,93.4142244,91.8739691,31.9836673,38.3051706,9.9475364,3.5949177,5.9107223,345.8704492,101.9584936,96.068999,73.360201,24.3349374,31.9749482,9.3923049,3.0827236,5.6978416,521.7845761,157.4993918,122.9896606,122.8570533,40.5599031,50.6159267,14.2356996,5.585343,7.441598,307.4126067,92.5931128,67.3757079,74.8378784,24.6638666,32.7146317,8.4018412,3.124149,3.7014191,214.3719694,64.906279,55.6139526,48.0191749,15.8960365,17.901295,5.8338584,2.461194,3.7401789,219.1976627,64.5406836,66.4935628,42.3771168,15.7587016,19.6641921,5.1041417,1.0922983,4.1669658,87.699183,27.488469,26.0385165,17.0360907,7.3198007,5.590539,1.5456952,0.4707687,2.2093031,131.4984798,37.0522146,40.4550463,25.3410261,8.4389009,14.0736531,3.5584465,0.6215296,1.9576627,6.0904515,5.820565,6.2048954,6.7530848,6.5055664,5.0967004,7.5968687,5.170575,5.2144792,5.9921914,5.7754558,5.70848,6.9357881,6.9148282,4.9838563,7.2527472,5.1145649,5.140042,6.2067194,5.8746044,6.7780319,6.5374154,6.0360301,5.2387999,7.9988251,5.2374606,5.2940105,6.0909028,5.7982165,5.9016594,6.9767149,7.0362578,5.1185609,8.6030324,5.1478023,4.4814835,5.5900555,5.3516179,5.0456981,6.6329887,6.5612713,4.948456,7.6382776,4.9247043,3.8935237,6.9888447,6.5817664
2013-03-01 00:00:00,726.087422,221.4937008,185.6918411,157.5039775,53.3715421,72.5065366,18.3640172,6.3692065,10.7866001,391.0378276,118.6058515,97.583377,88.9293962,28.8118188,37.5730496,9.4510749,3.553146,6.5301135,335.0495943,102.8878493,88.1084642,68.5745813,24.5597233,34.933487,8.9129423,2.8160605,4.2564866,515.8585913,149.6106456,128.705641,120.9250558,38.9765644,52.1334177,13.1054529,5.4166802,6.9851336,312.4434899,89.556451,76.6690352,76.2752499,23.1906573,30.9337097,8.0411162,3.2415346,4.5357359,203.4151014,60.0541946,52.0366058,44.6498059,15.7859071,21.199708,5.0643366,2.1751456,2.4493977,210.2288307,71.8830551,56.9862001,36.5789217,14.3949777,20.3731189,5.2585643,0.9525263,3.8014664,78.5943377,29.0494005,20.9143417,12.6541464,5.6211616,6.6393399,1.4099587,0.3116114,1.9943776,131.634493,42.8336546,36.0718584,23.9247754,8.7738161,13.733779,3.8486056,0.6409149,1.8070889,5.9694326,5.780013,6.1024605,6.4549351,6.1624849,5.2668432,7.296292,4.8735644,4.8306456,5.9420371,5.6994571,5.9394677,6.7727094,6.2487431,4.9348739,7.0098426,4.9374203,5.698201,6.0017271,5.8757476,6.2937488,6.0846999,6.0642799,5.6776371,7.6267683,4.7953136,3.9159679,6.0826985,5.5553194,6.1672717,7.0189293,6.799987,5.3173077,8.2356856,5.1772899,4.3520262,5.7143252,5.2043938,5.6549875,6.8724671,6.2518316,4.7667709,7.543834,5.1570458,4.9323682,6.7511831,6.1763775
2013-04-01 00:00:00,682.9062991,204.855568,184.2039589,130.9865408,52.6225612,74.0781812,17.6838933,7.7391171,10.7364785,361.9757628,107.7667659,96.6678479,73.2226057,26.6584429,39.4050849,8.0464481,4.0040403,6.2045271,320.93053629999997,97.0888021,87.536111,57.7639351,25.9641183,34.6730963,9.6374452,3.7350768,4.5319514,496.5258334,141.9776137,133.1311835,104.54484,41.8143716,49.0037189,12.6805412,6.3873506,6.9862139,297.0647656,85.3109193,77.3313573,64.9349644,23.145824,30.6117038,7.1164786,3.7544416,4.8590765,199.4610678,56.6666944,55.7998262,39.6098756,18.6685476,18.3920151,5.5640626,2.6329089,2.1271374,186.3804656,62.8779543,51.0727754,26.4417008,10.8081896,25.0744623,5.0033521,1.3517665,3.7502646,64.9109972,22.4558466,19.3364906,8.2876413,3.5126189,8.793381,0.9299695,0.2495987,1.3454505,121.4694684,40.4221077,31.7362848,18.1540595,7.2955707,16.2810812,4.0733826,1.1021679,2.404814,5.6141709,5.3448747,6.0335466,5.4076562,6.0611989,5.3715575,7.0749332,5.7700805,4.7793719,5.5067041,5.1895904,5.8882572,5.60761,5.7580216,5.1526266,6.007832,5.485857,5.4124201,5.7405289,5.5284936,6.2025566,5.1737994,6.4076006,5.6440991,8.3068004,6.1094035,4.1196917,5.8491857,5.2600735,6.3633365,6.1108824,7.2001291,4.9840959,8.1853983,6.0496625,4.3060085,5.4364752,4.9587816,5.7323399,5.8958851,6.1625196,4.6564369,6.8477198,6.0525203,5.1397298,6.5948164,5.7896673
2013-05-01 00:00:00,676.9061813,214.7495356,168.3027572,140.7203044,50.7753778,67.7191082,17.7563758,8.158077,8.7246454,363.5092262,116.9826764,90.2843466,76.8521705,27.7064259,34.155433,9.0611842,4.5601061,3.9068835,313.3969552,97.7668591,78.0184106,63.8681339,23.0689519,33.5636751,8.6951916,3.5979709,4.8177619,503.738701,159.3843768,119.3303648,111.4909922,37.5043029,49.4179586,13.9291618,6.7846052,5.8969386,299.3433575,94.8322588,73.4177501,67.7370765,21.7309593,27.5440743,7.6329882,3.7336907,2.7145596,204.3953435,64.5521179,45.9126147,43.7539158,15.7733436,21.8738843,6.2961736,3.0509146,3.182379,173.1674803,55.3651588,48.9723924,29.2293122,13.2710749,18.3011495,3.827214,1.3734718,2.8277068,64.1658687,22.1504176,16.8665965,9.115094,5.9754665,6.6113587,1.428196,0.8264154,1.1923239,109.0016116,33.2147412,32.1057959,20.1142181,7.2956083,11.6897908,2.399018,0.5470563,1.6353829,5.5627418,5.6127998,5.5173149,5.7809536,5.8191695,4.9258161,7.0119362,6.108303,3.8996424,5.5130243,5.6342983,5.4842458,5.8767134,5.8924698,4.4324768,6.7184799,6.2525602,3.402592,5.6215443,5.5872904,5.5560843,5.6697838,5.7335089,5.5549933,7.3463222,5.9347628,4.4236759,5.9213914,5.9174248,5.7318417,6.465998,6.3534504,5.007017,8.61806,6.3715244,3.6380462,5.4805353,5.5559491,5.4597092,6.136686,5.6777518,4.1703879,7.1120334,5.9209153,2.9201005,6.7121299,6.5427832
2013-06-01 00:00:00,673.4005686,201.9073727,173.3364175,149.7197924,47.6315193,62.5923974,21.946281,8.1665812,8.100207,367.6331,105.2112243,97.0616213,84.5448649,26.0949124,34.8154921,11.677777,4.3664846,3.8607234,305.7674686,96.6961483,76.2747962,65.1749275,21.5366069,27.7769054,10.268504,3.8000966,4.2394837,506.0507994,156.1966322,126.9015396,115.9348245,34.5443295,45.0993123,15.7286706,6.023563,5.6219277,302.644516,89.442889,77.9539257,68.9294735,21.8483448,28.755698,9.7386256,3.5499267,2.4256327,203.4062833,66.7537432,48.9476139,47.0053509,12.6959846,16.3436143,5.9900451,2.4736363,3.196295,167.3497692,45.7107405,46.4348779,33.7849679,13.0871899,17.4930852,6.2176104,2.1430182,2.4782793,64.988584,15.7683354,19.1076956,15.6153914,4.2465676,6.0597941,1.9391514,0.8165579,1.4350906,102.3611853,29.9424051,27.3271823,18.1695766,8.8406223,11.4332911,4.278459,1.3264602,1.0431887,5.5351543,5.3012802,5.6320639,6.1403618,5.564633,4.5665656,8.6705294,5.8522371,3.6491236,5.5770946,5.0995515,5.8520645,6.4299058,5.6269063,4.5448626,8.7267447,5.6590977,3.3727623,5.485556,5.5397188,5.3749329,5.8014747,5.4910017,4.5940625,8.6074728,6.0911047,3.9433725,5.9734734,5.866125,6.1252423,6.6508287,6.0177785,4.5714181,9.7668362,5.4210051,3.4863039,5.5567418,5.2895151,5.7990361,6.224853,5.8256256,4.3437124,9.2319321,5.2555099,2.5852246,6.72374,6.8694954
2013-07-01 00:00:00,647.1758146,202.1180112,164.751414,132.7273759,54.7909479,58.8423758,18.9578313,7.1566663,7.8311922,356.5245025,104.3290007,92.4341766,75.429373,29.6264054,36.5618551,10.8669584,3.4745031,3.8022303,290.6513121,97.7890105,72.3172375,57.2980028,25.1645425,22.2805207,8.0908729,3.6821633,4.0289619,483.9034139,148.4677802,122.1915168,101.3417176,43.0035574,43.3370027,13.9438396,5.9062428,5.7117568,293.5742298,84.8534571,75.6360104,61.1092498,25.3831136,31.1116542,9.6257908,3.3453643,2.5095895,190.3291841,63.6143231,46.5555064,40.2324678,17.6204438,12.2253485,4.3180488,2.5608784,3.2021673,163.2724007,53.650231,42.5598973,31.3856583,11.7873905,15.505373,5.0139917,1.2504236,2.1194353,62.9502728,19.4755436,16.7981662,14.3201232,4.2432918,5.4502009,1.2411676,0.1291387,1.2926408,100.3221279,34.1746874,25.7617311,17.0655351,7.5440987,10.0551721,3.7728241,1.1212848,0.8267945,5.336587,5.3151132,5.3955853,5.4315163,6.4163855,4.3150711,7.5777398,5.1711977,3.5403096,5.4209524,5.0548575,5.6225849,5.7129756,6.4155072,4.7905693,8.1563422,4.6030547,3.3108787,5.2366199,5.6240392,5.1308168,5.100702,6.4174199,3.71068,6.9185471,5.8528601,3.7880333,5.6939072,5.5719491,5.8726577,5.7388348,7.4946864,4.4320802,8.6984822,5.2854472,3.4860891,5.3775615,5.0128115,5.5980498,5.4616081,6.789718,4.7494819,9.0465575,5.0097321,2.6575763,6.2621194,6.5458586
2013-08-01 00:00:00,680.9789535,216.0036134,173.6918795,134.6368363,55.9392969,64.8215414,20.0515014,7.7450411,8.0892436,373.5024105,114.9715795,96.6180454,75.0611027,31.8547267,33.6457134,11.952444,4.4826686,4.9161303,307.476543,101.0320339,77.0738341,59.5757335,24.0845702,31.175828,8.0990575,3.2623725,3.1731132,488.8662425,149.9475731,126.0906675,101.6895174,40.7587766,43.7869364,15.4399143,6.4375721,4.715285,299.1898707,86.0533508,78.4556666,62.2480632,26.5999607,28.0816581,10.6705397,4.1754222,2.9052094,189.6763718,63.8942223,47.6350009,39.4414543,14.1588159,15.7052783,4.7693746,2.2621499,1.8100757,192.112711,66.0560403,47.601212,32.9473188,15.1805202,21.034605,4.6115871,1.307469,3.3739585,74.3125398,28.9182287,18.1623788,12.8130395,5.254766,5.5640553,1.2819043,0.3072464,2.0109209,117.8001712,37.1378116,29.4388333,20.1342793,9.9257543,15.4705497,3.3296828,1.0002226,1.3630376,5.6548495,5.7095376,5.7267852,5.5645221,6.6313714,4.7716617,8.0805758,5.6186689,3.699853,5.7300021,5.6555409,5.9037945,5.7500163,6.9681059,4.4003205,9.1026153,5.9162725,4.2872672,5.5661691,5.7722524,5.5193401,5.3471859,6.2329854,5.2497878,6.9319487,5.2554229,3.051988,5.8168108,5.6892695,6.0887945,5.8682507,7.3040447,4.4841589,9.6679167,5.740674,2.9720417,5.5429889,5.1668196,5.8091327,5.6620696,7.3092846,4.3028877,10.1563746,6.214166,3.1110007,6.308369,6.5862086
2013-09-01 00:00:00,693.3544513,215.5451226,180.8194198,144.5339546,50.5419139,64.8429105,19.9059462,7.1171628,10.048021,377.1016271,118.4153626,94.5404501,77.0809864,30.1776853,35.2343027,12.1239224,3.8166378,5.7122799,316.2528243,97.12976,86.2789696,67.4529682,20.3642286,29.6086078,7.7820238,3.300525,4.3357412,498.9126998,158.8003362,121.9047885,109.2656843,38.5434536,44.8539708,14.1528202,5.7239196,5.6677267,302.3384631,97.6729229,71.1768877,63.7985164,26.4655595,27.052028,9.4544613,3.5948162,3.123271,196.5742367,61.1274132,50.7279007,45.4671679,12.0778941,17.8019428,4.6983589,2.1291034,2.5444557,194.4417516,56.7447864,58.9146313,35.2682704,11.9984603,19.9889397,5.753126,1.3932431,4.3802943,74.763164,20.7424396,23.3635624,13.28247,3.7121259,8.1822746,2.6694611,0.2218216,2.5890088,119.6785876,36.0023468,35.5510689,21.9858004,8.2863345,11.806665,3.0836649,1.1714216,1.7912855,5.6680724,5.6287569,5.8916783,5.8248083,5.8867277,4.6929423,7.946213,5.0848062,4.5241498,5.7116,5.7362344,5.7413154,5.8013713,6.519342,4.5518706,9.0914525,4.9844473,4.9319486,5.6170294,5.5030525,6.0657494,5.8518236,5.1466493,4.8726483,6.6425923,5.2060172,4.0797194,5.7915531,5.9001269,5.7658075,6.0838993,6.66248,4.4988911,8.8352819,4.9205218,3.5261272,5.5007749,5.7385661,5.2248289,5.630874,7.0882781,4.1156679,9.0290056,5.1839552,3.3145729,6.3040925,6.1780482
2013-10-01 00:00:00,680.4325743,219.9260794,179.3968788,136.5941209,57.0544162,53.6104864,18.7123991,6.2929228,8.8452705,380.9961015,118.0436858,100.4012287,74.5318249,34.9351172,34.8951219,10.3540019,3.2982112,4.5369098,299.4364728,101.8823936,78.9956501,62.062296,22.1192991,18.7153644,8.3583972,2.9947116,4.3083607,506.9004381,162.9735372,133.1177991,107.7711435,40.6663282,38.8719905,13.3120584,4.7708348,5.4167465,315.0773526,100.8762343,81.9324707,63.2488346,28.5725445,27.6735674,8.0188792,2.5917843,2.1630375,191.8230855,62.0973028,51.1853283,44.5223089,12.0937837,11.1984232,5.2931792,2.1790505,3.2537089,173.5321362,56.9525422,46.2790798,28.8229775,16.388088,14.7384959,5.4003407,1.522088,3.4285241,65.9187489,17.1674515,18.468758,11.2829903,6.3625726,7.2215546,2.3351227,0.7064269,2.3738723,107.6133873,39.7850907,27.8103218,17.5399872,10.0255154,7.5169413,3.065218,0.8156611,1.0546518,5.594286,5.7832355,5.8403892,5.5417964,6.6903058,3.9342663,7.4890981,4.519024,4.036176,5.7908852,5.7318905,6.0633987,5.6455626,7.6003774,4.5818247,7.8428344,4.3595654,3.9501283,5.3626367,5.8438874,5.5795675,5.4221138,5.6262791,3.1137448,7.0928108,4.7087077,4.1309358,6.0055935,6.1917952,6.3195221,6.1560529,7.2391793,4.0239593,8.4374742,4.1977155,3.5616914,5.8122723,6.0187073,6.0264002,5.6958005,7.6728588,4.3051822,7.7747073,3.8591254,2.4204387,6.3526539,6.4952365
2013-11-01 00:00:00,657.5810212,214.7107122,177.0640774,127.2624747,56.7813801,49.9860129,19.1380262,5.4695701,7.1687675,365.84798,119.6098965,98.6885488,70.8569123,30.5458726,29.3576934,10.7612664,2.9095252,3.1182647,291.7330412,95.1008157,78.3755286,56.4055624,26.2355074,20.6283195,8.3767598,2.5600449,4.0505028,487.1249728,154.8421149,133.8159697,95.7089394,41.4718309,38.2654632,14.0636387,4.4474694,4.5095465,298.4195222,95.0002798,82.6222519,58.1186901,25.1569851,24.925758,8.6991822,2.2961401,1.6002349,188.7054506,59.8418351,51.1937178,37.5902494,16.3148458,13.3397052,5.3644564,2.1513292,2.9093116,170.4560484,59.8685973,43.2481077,31.5535353,15.3095491,11.7205497,5.0743876,1.0221007,2.659221,67.4284578,24.6096168,16.0662969,12.7382222,5.3888875,4.4319354,2.0620842,0.613385,1.5180298,103.0275906,35.2589805,27.1818108,18.8153131,9.9206616,7.2886143,3.0123034,0.4087157,1.1411913,5.4329909,5.6738446,5.7844552,5.2012694,6.6436445,3.6947386,7.7154225,3.9316775,3.3075832,5.5904733,5.8212564,5.9947143,5.415828,6.6719823,3.8739334,8.2411489,3.816666,2.7749424,5.2476119,5.498715,5.5397934,4.9546894,6.6109527,3.4665328,7.1310214,4.0711035,3.8810896,5.7508259,5.8449962,6.3186917,5.5261673,7.2892143,3.9557695,8.5804599,3.929299,2.8485777,5.492733,5.658722,6.0324252,5.2716343,6.7505159,3.8726774,8.1729183,3.4125039,1.7390181,6.2124555,6.1672876
2013-12-01 00:00:00,694.6201289,215.8898647,185.5951329,144.5990119,58.5038888,57.8180197,19.0929136,5.2279737,7.8933237,385.9855489,120.2568538,97.8224765,83.2296461,33.4652987,33.439523,10.6278424,3.2904629,3.8534455,308.63458,95.6330109,87.7726564,61.3693658,25.0385901,24.3784966,8.4650713,1.9375108,4.0398781,510.5096809,154.2100185,132.9071353,111.45575,42.1796205,45.071129,14.9666316,4.5151308,5.2042651,307.3529185,92.9317273,77.9782333,68.3804625,25.5803276,28.2739533,8.6933488,3.0163521,2.4985136,203.1567624,61.2782913,54.928902,43.0752875,16.5992929,16.7971757,6.2732828,1.4987787,2.7057515,184.110448,61.6798462,52.6879975,33.1432619,16.3242682,12.7468907,4.126282,0.7128428,2.6890585,78.6326304,27.3251265,19.8442432,14.8491836,7.8849711,5.1655698,1.9344936,0.2741107,1.3549319,105.4778176,34.3547197,32.8437544,18.2940783,8.4392972,7.5813209,2.1917884,0.4387321,1.3341266,5.6786141,5.6517867,6.0166201,5.8565354,6.7622568,4.1861892,7.6438551,3.7152497,3.5584163,5.8303466,5.8209156,5.8840647,6.2881014,7.1443827,4.3195323,7.9866195,4.2703045,3.3348409,5.4996181,5.4525682,6.1715714,5.3578312,6.311096,4.016132,7.2530435,3.0434294,3.8015173,5.9755213,5.7876266,6.2761864,6.3501686,7.2867896,4.5773172,8.9937474,3.9772041,3.2002928,5.6065574,5.5125933,5.6790749,6.1110826,6.7353118,4.3170512,8.0652799,4.4528412,2.6602124,6.6362387,6.2613853
